Date,Open,High,Low,Close,Adj Close,Volume
2004-12-27,88.37000274658203,88.6500015258789,88.30000305175781,88.55000305175781,51.58592224121094,1056400.0
2005-01-03,88.18000030517578,88.87000274658203,87.80999755859375,88.54000091552734,51.776451110839844,5993600.0
2005-01-10,88.63999938964844,90.4000015258789,88.47000122070312,90.16999816894531,52.729644775390625,4866000.0
2005-01-17,89.80000305175781,91.05000305175781,89.7300033569336,91.01000213623047,53.22090530395508,3577900.0
2005-01-24,91.08999633789062,91.5999984741211,90.33999633789062,91.44999694824219,53.47815704345703,4805300.0
2005-01-31,91.33000183105469,92.94000244140625,91.05000305175781,92.6500015258789,54.179901123046875,7012100.0
2005-02-07,92.73999786376953,94.23999786376953,92.4000015258789,92.79000091552734,54.46668243408203,7089400.0
2005-02-14,92.9000015258789,93.20999908447266,90.45999908447266,90.86000061035156,53.333778381347656,6187100.0
2005-02-21,90.62999725341797,91.33000183105469,90.4000015258789,91.0,53.415931701660156,3416900.0
2005-02-28,91.0999984741211,91.0999984741211,89.41999816894531,90.51000213623047,53.12834930419922,8752700.0
2005-03-07,90.8499984741211,90.98999786376953,88.38999938964844,88.43000030517578,52.070518493652344,6495400.0
2005-03-14,88.37000274658203,89.58000183105469,88.30000305175781,88.66999816894531,52.211849212646484,5614700.0
2005-03-21,88.66999816894531,89.05000305175781,87.52999877929688,88.2699966430664,51.976253509521484,6136500.0
2005-03-28,87.98999786376953,89.66000366210938,87.72000122070312,89.30000305175781,52.582794189453125,7829000.0
2005-04-04,89.27999877929688,89.66000366210938,88.33999633789062,88.94999694824219,52.5709228515625,3302500.0
2005-04-11,88.97000122070312,91.12000274658203,88.94000244140625,91.08999633789062,53.835689544677734,8662500.0
2005-04-18,91.37000274658203,92.04000091552734,90.69999694824219,91.47000122070312,54.06028747558594,9027100.0
2005-04-25,91.66000366210938,92.94000244140625,91.33999633789062,92.44000244140625,54.633548736572266,4559600.0
2005-05-02,92.1500015258789,92.54000091552734,90.80999755859375,91.05999755859375,53.81798553466797,8063100.0
2005-05-09,91.01000213623047,93.0199966430664,91.0,92.80000305175781,55.04281997680664,4237100.0
2005-05-16,93.04000091552734,93.80000305175781,92.68000030517578,93.44000244140625,55.422447204589844,4529000.0
2005-05-23,93.5999984741211,94.6500015258789,93.54000091552734,93.83999633789062,55.6596794128418,6153200.0
2005-05-30,94.22000122070312,97.0,94.22000122070312,95.25,56.49602127075195,13063700.0
2005-06-06,95.5,96.58000183105469,94.86000061035156,94.88999938964844,56.490020751953125,5941700.0
2005-06-13,94.4800033569336,94.52999877929688,93.33000183105469,94.33000183105469,56.156620025634766,7524200.0
2005-06-20,93.81999969482422,96.44999694824219,93.5999984741211,96.38999938964844,57.382991790771484,3832600.0
2005-06-27,96.48999786376953,96.80999755859375,94.98999786376953,95.19999694824219,56.674522399902344,8250500.0
2005-07-04,94.3499984741211,95.55000305175781,94.2699966430664,94.62999725341797,56.52932357788086,4867500.0
2005-07-11,94.11000061035156,94.6500015258789,93.5,93.97000122070312,56.13500213623047,4551300.0
2005-07-18,93.8499984741211,94.23999786376953,92.68000030517578,93.55000305175781,55.884124755859375,9755000.0
2005-07-25,93.4000015258789,94.16999816894531,92.8499984741211,93.11000061035156,55.62127685546875,3517300.0
2005-08-01,92.5,92.79000091552734,91.55000305175781,91.66000366210938,54.75510787963867,5511200.0
2005-08-08,91.68000030517578,93.44000244140625,91.27999877929688,93.30999755859375,55.94809341430664,5867400.0
2005-08-15,93.26000213623047,93.9000015258789,92.9800033569336,93.77999877929688,56.22993087768555,4816600.0
2005-08-22,93.54000091552734,94.87999725341797,93.19999694824219,94.47000122070312,56.643611907958984,3776300.0
2005-08-29,94.83000183105469,96.0,94.5,95.16000366210938,57.057334899902344,5774000.0
2005-09-05,95.01000213623047,95.16999816894531,93.36000061035156,94.0,56.55862808227539,2854900.0
2005-09-12,93.66000366210938,94.12000274658203,91.87999725341797,92.0999984741211,55.41539001464844,6085400.0
2005-09-19,92.18000030517578,93.44999694824219,91.87999725341797,92.61000061035156,55.72225570678711,5146400.0
2005-09-26,92.11000061035156,93.0199966430664,91.94000244140625,92.19999694824219,55.475528717041016,4270400.0
2005-10-03,91.79000091552734,92.19999694824219,90.95999908447266,91.83999633789062,55.258934020996094,5047700.0
2005-10-10,91.8499984741211,91.97000122070312,89.81999969482422,90.2300033569336,54.50425720214844,4363700.0
2005-10-17,90.41999816894531,91.47000122070312,90.12000274658203,91.43000030517578,55.2291259765625,4904300.0
