Date,Open,High,Low,Close,Adj Close,Volume
2017-08-22,243.57000732421875,245.6199951171875,243.5500030517578,245.44000244140625,226.71273803710938,63140100
2017-08-23,244.3300018310547,245.0500030517578,244.16000366210938,244.55999755859375,225.89993286132812,50203800
2017-08-24,245.0,245.17999267578125,243.75,243.99000549316406,225.3734130859375,50741700
2017-08-25,244.89999389648438,245.61000061035156,244.38999938964844,244.55999755859375,225.89993286132812,64445900
2017-08-28,245.1699981689453,245.1999969482422,244.08999633789062,244.57000732421875,225.9091796875,40565600
2017-08-29,243.05999755859375,245.14999389648438,242.92999267578125,244.85000610351562,226.16778564453125,51135700
2017-08-30,244.8300018310547,246.32000732421875,244.6199951171875,246.00999450683594,227.23924255371094,62030800
2017-08-31,246.72000122070312,247.77000427246094,246.0500030517578,247.49000549316406,228.60635375976562,103803900
2017-09-01,247.9199981689453,248.3300018310547,247.6699981689453,247.83999633789062,228.9296417236328,62007000
2017-09-05,247.25999450683594,247.52000427246094,244.9499969482422,246.05999755859375,227.28546142578125,91398800
2017-09-06,246.83999633789062,247.27999877929688,246.22999572753906,246.89999389648438,228.0613555908203,57916900
2017-09-07,247.25,247.27000427246094,246.39999389648438,246.8699951171875,228.03366088867188,58034700
2017-09-08,246.5399932861328,247.11000061035156,246.3000030517578,246.5800018310547,227.7657928466797,63832800
2017-09-11,248.0399932861328,249.3000030517578,248.02000427246094,249.2100067138672,230.19508361816406,71364800
2017-09-12,249.6300048828125,250.08999633789062,249.4199981689453,250.0500030517578,230.97100830078125,56896000
2017-09-13,249.72000122070312,250.2100067138672,249.58999633789062,250.1699981689453,231.08187866210938,59228000
2017-09-14,249.8000030517578,250.32000732421875,249.60000610351562,250.08999633789062,231.0079803466797,95446300
2017-09-15,248.69000244140625,249.2899932861328,248.57000732421875,249.19000244140625,231.31893920898438,95432400
2017-09-18,249.61000061035156,250.1199951171875,249.27999877929688,249.72000122070312,231.81097412109375,46235200
2017-09-19,250.0,250.07000732421875,249.60000610351562,249.97000122070312,232.04299926757812,47108100
2017-09-20,250.07000732421875,250.19000244140625,248.9199981689453,250.05999755859375,232.12657165527344,59574100
2017-09-21,249.8800048828125,249.97999572753906,249.19000244140625,249.38999938964844,231.50460815429688,48211400
2017-09-22,249.0500030517578,249.6300048828125,249.02000427246094,249.44000244140625,231.5510711669922,51214000
2017-09-25,249.14999389648438,249.5500030517578,248.0800018310547,248.92999267578125,231.07757568359375,57064400
2017-09-26,249.4199981689453,249.6999969482422,248.80999755859375,249.0800018310547,231.21681213378906,54082000
2017-09-27,249.8800048828125,250.49000549316406,248.8699951171875,250.0500030517578,232.11724853515625,81001400
2017-09-28,249.72999572753906,250.44000244140625,249.6300048828125,250.35000610351562,232.39576721191406,44778800
2017-09-29,250.33999633789062,251.32000732421875,250.1300048828125,251.22999572753906,233.21261596679688,85578000
2017-10-02,251.49000549316406,252.32000732421875,251.2899932861328,252.32000732421875,234.2244873046875,59023000
2017-10-03,252.32000732421875,252.88999938964844,252.22999572753906,252.86000061035156,234.7257537841797,66810200
2017-10-04,252.69000244140625,253.44000244140625,252.55999755859375,253.16000366210938,235.0042266845703,55953600
2017-10-05,253.5399932861328,254.67999267578125,253.1999969482422,254.66000366210938,236.39666748046875,63522800
2017-10-06,254.14999389648438,254.6999969482422,253.85000610351562,254.3699951171875,236.12744140625,80646000
2017-10-09,254.6300048828125,254.6999969482422,253.64999389648438,253.9499969482422,235.7375946044922,35803100
2017-10-10,254.60000610351562,255.0500030517578,253.97999572753906,254.6199951171875,236.3595428466797,43057400
2017-10-11,254.50999450683594,255.02000427246094,254.32000732421875,255.02000427246094,236.73086547851562,47674300
2017-10-12,254.66000366210938,255.05999755859375,254.3699951171875,254.63999938964844,236.37811279296875,47065100
2017-10-13,255.13999938964844,255.27000427246094,254.63999938964844,254.9499969482422,236.66587829589844,54800400
2017-10-16,255.2100067138672,255.50999450683594,254.82000732421875,255.2899932861328,236.98147583007812,38221700
2017-10-17,255.22999572753906,255.52000427246094,254.97999572753906,255.47000122070312,237.1485595703125,31561000
2017-10-18,255.89999389648438,255.9499969482422,255.5,255.72000122070312,237.38064575195312,40888300
2017-10-19,254.8300018310547,255.8300018310547,254.35000610351562,255.7899932861328,237.44558715820312,61903800
2017-10-20,256.70001220703125,257.1400146484375,255.77000427246094,257.1099853515625,238.6709442138672,89176400
2017-10-23,257.4800109863281,257.510009765625,256.0199890136719,256.1099853515625,237.74267578125,63915300
2017-10-24,256.6000061035156,256.8299865722656,256.1499938964844,256.55999755859375,238.16038513183594,66935900
2017-10-25,256.17999267578125,256.30999755859375,254.0,255.2899932861328,236.98147583007812,103715300
2017-10-26,255.99000549316406,256.29998779296875,255.47999572753906,255.6199951171875,237.28778076171875,69798000
2017-10-27,256.4700012207031,257.8900146484375,255.6300048828125,257.7099914550781,239.2279052734375,85562500
2017-10-30,256.4700012207031,257.6000061035156,256.4100036621094,256.75,238.33676147460938,54285700
2017-10-31,257.17999267578125,257.44000244140625,256.80999755859375,257.1499938964844,238.70806884765625,60304800
2017-11-01,258.0400085449219,258.42999267578125,257.07000732421875,257.489990234375,239.023681640625,54202700
2017-11-02,257.4100036621094,257.75,256.19000244140625,257.5899963378906,239.11651611328125,56449500
2017-11-03,257.7699890136719,258.5,257.29998779296875,258.45001220703125,239.91485595703125,59589700
2017-11-06,258.29998779296875,259.0,258.2200012207031,258.8500061035156,240.28619384765625,49652600
2017-11-07,258.9700012207031,259.3500061035156,258.0899963378906,258.6700134277344,240.11911010742188,57502200
2017-11-08,258.4700012207031,259.2200012207031,258.1499938964844,259.1099853515625,240.5275115966797,50469600
2017-11-09,257.7300109863281,258.3900146484375,256.3599853515625,258.1700134277344,239.65493774414062,95085500
2017-11-10,257.7300109863281,258.2900085449219,257.3699951171875,258.0899963378906,239.58062744140625,59984700
2017-11-13,257.30999755859375,258.5899963378906,257.2699890136719,258.3299865722656,239.80343627929688,50228600
2017-11-14,257.4100036621094,257.8500061035156,256.5199890136719,257.7300109863281,239.24644470214844,61315200
2017-11-15,256.6199951171875,257.2200012207031,255.6300048828125,256.44000244140625,238.04898071289062,80811500
2017-11-16,257.5199890136719,259.0400085449219,257.4700012207031,258.6199951171875,240.07266235351562,67777000
2017-11-17,258.2200012207031,258.5899963378906,257.7699890136719,257.8599853515625,239.3671417236328,75756800
2017-11-20,258.1400146484375,258.5199890136719,257.8599853515625,258.29998779296875,239.775634765625,48075500
2017-11-21,259.17999267578125,260.20001220703125,258.260009765625,259.989990234375,241.34439086914062,69176800
2017-11-22,260.0,260.1499938964844,259.57000732421875,259.760009765625,241.13092041015625,45033400
2017-11-24,260.32000732421875,260.4800109863281,260.1600036621094,260.3599853515625,241.68788146972656,27856500
2017-11-27,260.4100036621094,260.75,260.0,260.2300109863281,241.56724548339844,52274900
2017-11-28,260.760009765625,262.8999938964844,260.6499938964844,262.8699951171875,244.01788330078125,98971700
2017-11-29,263.0199890136719,263.6300048828125,262.20001220703125,262.7099914550781,243.8693389892578,77512100
2017-11-30,263.760009765625,266.04998779296875,263.6700134277344,265.010009765625,246.00437927246094,127894400
2017-12-01,264.760009765625,265.30999755859375,260.760009765625,264.4599914550781,245.49378967285156,164390900
2017-12-04,266.30999755859375,266.79998779296875,264.0799865722656,264.1400146484375,245.19677734375,94040600
2017-12-05,263.19000244140625,265.1499938964844,263.0400085449219,263.19000244140625,244.31492614746094,77994500
2017-12-06,263.29998779296875,263.7300109863281,262.7099914550781,263.239990234375,244.3612823486328,75898600
2017-12-07,264.07000732421875,264.42999267578125,262.94000244140625,264.07000732421875,245.13180541992188,77218600
2017-12-08,265.1600036621094,265.5199890136719,264.0299987792969,265.510009765625,246.46852111816406,76563900
2017-12-11,266.30999755859375,266.3800048828125,265.4800109863281,266.30999755859375,247.211181640625,83077500
2017-12-12,267.2099914550781,267.32000732421875,266.3500061035156,266.7799987792969,247.6474609375,85195800
2017-12-13,267.05999755859375,267.55999755859375,266.6499938964844,266.75,247.6195831298828,102905400
2017-12-14,267.0899963378906,267.2200012207031,265.6000061035156,265.6600036621094,246.60772705078125,100666700
2017-12-15,265.45001220703125,267.0400085449219,265.3900146484375,266.510009765625,248.66134643554688,144610300
2017-12-18,268.1000061035156,268.6000061035156,267.9800109863281,268.20001220703125,250.23817443847656,83653600
2017-12-19,268.4800109863281,268.5299987792969,267.0899963378906,267.1700134277344,249.2771759033203,82382900
2017-12-20,268.2699890136719,268.3299865722656,266.69000244140625,267.0299987792969,249.1465301513672,76751500
2017-12-21,267.739990234375,268.3900146484375,267.29998779296875,267.5799865722656,249.6597442626953,67032300
2017-12-22,267.6000061035156,267.6400146484375,266.8999938964844,267.510009765625,249.5944366455078,78720900
2017-12-26,267.04998779296875,267.44000244140625,266.8900146484375,267.19000244140625,249.29580688476562,45244400
2017-12-27,267.3800048828125,267.7300109863281,267.010009765625,267.32000732421875,249.4171600341797,57751000
2017-12-28,267.8900146484375,267.9200134277344,267.45001220703125,267.8699951171875,249.93031311035156,45116100
2017-12-29,268.5299987792969,268.54998779296875,266.6400146484375,266.8599853515625,248.9879913330078,96007400
2018-01-02,267.8399963378906,268.80999755859375,267.3999938964844,268.7699890136719,250.77001953125,86655700
2018-01-03,268.9599914550781,270.6400146484375,268.9599914550781,270.4700012207031,252.35617065429688,90070400
2018-01-04,271.20001220703125,272.1600036621094,270.5400085449219,271.6099853515625,253.4198760986328,80636400
2018-01-05,272.510009765625,273.55999755859375,271.95001220703125,273.4200134277344,255.10862731933594,83524000
2018-01-08,273.30999755859375,274.1000061035156,272.9800109863281,273.9200134277344,255.5751190185547,57319200
2018-01-09,274.3999938964844,275.25,274.0799865722656,274.5400085449219,256.1535949707031,57254000
2018-01-10,273.67999267578125,274.4200134277344,272.9200134277344,274.1199951171875,255.76171875,69574300
2018-01-11,274.75,276.1199951171875,274.55999755859375,276.1199951171875,257.6278076171875,62361500
2018-01-12,276.4200134277344,278.1099853515625,276.0799865722656,277.9200134277344,259.3072509765625,90816100
2018-01-16,279.3500061035156,280.0899963378906,276.17999267578125,276.9700012207031,258.4208068847656,106555100
2018-01-17,278.0299987792969,280.04998779296875,276.9700012207031,279.6099853515625,260.88397216796875,113258800
2018-01-18,279.4800109863281,279.9599914550781,278.5799865722656,279.1400146484375,260.445556640625,100728000
2018-01-19,279.79998779296875,280.4100036621094,279.1400146484375,280.4100036621094,261.6304626464844,140920100
2018-01-22,280.1700134277344,282.69000244140625,280.1099853515625,282.69000244140625,263.7577819824219,91322400
2018-01-23,282.739990234375,283.6199951171875,282.3699951171875,283.2900085449219,264.31756591796875,97084700
2018-01-24,284.0199890136719,284.70001220703125,281.8399963378906,283.17999267578125,264.2149658203125,134816100
2018-01-25,284.1600036621094,284.2699890136719,282.3999938964844,283.29998779296875,264.3268737792969,84587300
2018-01-26,284.25,286.6300048828125,283.9599914550781,286.5799865722656,267.38726806640625,107743100
2018-01-29,285.92999267578125,286.42999267578125,284.5,284.67999267578125,265.6144714355469,90118300
2018-01-30,282.6000061035156,284.739990234375,281.2200012207031,281.760009765625,262.89007568359375,131796400
2018-01-31,282.7300109863281,283.29998779296875,280.67999267578125,281.8999938964844,263.02069091796875,108364800
2018-02-01,281.07000732421875,283.05999755859375,280.67999267578125,281.5799865722656,262.7221374511719,90102500
2018-02-02,280.0799865722656,280.2300109863281,275.4100036621094,275.45001220703125,257.00274658203125,173174800
2018-02-05,273.45001220703125,275.8500061035156,263.30999755859375,263.92999267578125,246.25416564941406,294681800
2018-02-06,259.94000244140625,269.70001220703125,258.70001220703125,269.1300048828125,251.10595703125,355026800
2018-02-07,268.5,272.3599853515625,267.5799865722656,267.6700134277344,249.7436981201172,167376100
2018-02-08,268.010009765625,268.1700134277344,257.5899963378906,257.6300048828125,240.37606811523438,246449500
2018-02-09,260.79998779296875,263.6099853515625,252.9199981689453,261.5,243.98690795898438,283565300
2018-02-12,263.8299865722656,267.010009765625,261.6600036621094,265.3399963378906,247.56973266601562,143736000
2018-02-13,263.9700012207031,266.6199951171875,263.30999755859375,266.0,248.185546875,81223600
2018-02-14,264.30999755859375,270.0,264.29998779296875,269.5899963378906,251.53515625,120735700
2018-02-15,271.57000732421875,273.0400085449219,268.7699890136719,273.0299987792969,254.74472045898438,111200300
2018-02-16,272.32000732421875,275.32000732421875,272.2699890136719,273.1099853515625,254.81935119628906,160420100
2018-02-20,272.0299987792969,273.6700134277344,270.5,271.3999938964844,253.22384643554688,86369700
2018-02-21,271.8999938964844,274.7200012207031,269.94000244140625,270.04998779296875,251.96429443359375,98883700
2018-02-22,271.1000061035156,273.04998779296875,269.6400146484375,270.3999938964844,252.2908935546875,110511300
2018-02-23,271.7900085449219,274.7099914550781,271.25,274.7099914550781,256.3122253417969,92766400
2018-02-26,275.92999267578125,278.010009765625,275.260009765625,277.8999938964844,259.28851318359375,86491400
2018-02-27,278.1099853515625,278.9200134277344,274.3599853515625,274.42999267578125,256.0509033203125,99099200
2018-02-28,275.67999267578125,276.19000244140625,271.2900085449219,271.6499938964844,253.4571533203125,121907800
2018-03-01,271.4100036621094,273.1700134277344,266.0,267.70001220703125,249.77171325683594,176855100
2018-03-02,265.79998779296875,269.7200012207031,264.82000732421875,269.0799865722656,251.05923461914062,139083200
2018-03-05,267.7300109863281,272.8900146484375,267.6099853515625,272.19000244140625,253.9610137939453,97307400
2018-03-06,273.29998779296875,273.3900146484375,271.17999267578125,272.8800048828125,254.6047821044922,79213200
2018-03-07,270.4200134277344,273.17999267578125,270.20001220703125,272.7799987792969,254.5115203857422,87063500
2018-03-08,273.54998779296875,274.239990234375,272.4200134277344,274.1000061035156,255.74310302734375,66901200
2018-03-09,275.70001220703125,278.8699951171875,275.3399963378906,278.8699951171875,260.1935729980469,113625300
2018-03-12,279.20001220703125,279.9100036621094,278.0799865722656,278.5199890136719,259.8670349121094,71924800
2018-03-13,279.8399963378906,280.4100036621094,276.0299987792969,276.7200012207031,258.1875915527344,91968900
2018-03-14,277.80999755859375,278.0199890136719,274.6700134277344,275.29998779296875,256.8627014160156,105895100
2018-03-15,275.8800048828125,276.6099853515625,274.42999267578125,275.0,256.5827941894531,83433000
2018-03-16,274.5,275.3900146484375,274.1400146484375,274.20001220703125,256.86102294921875,100343700
2018-03-19,273.3500061035156,274.3999938964844,268.6199951171875,270.489990234375,253.38555908203125,109208400
2018-03-20,270.94000244140625,271.6700134277344,270.17999267578125,270.95001220703125,253.81658935546875,59757300
2018-03-21,270.8999938964844,273.2699890136719,270.19000244140625,270.42999267578125,253.3293914794922,78709600
2018-03-22,267.9100036621094,268.8699951171875,263.3599853515625,263.6700134277344,246.99685668945312,148785900
2018-03-23,264.1700134277344,264.5400085449219,257.8299865722656,258.04998779296875,241.7322540283203,183534800
2018-03-26,262.1300048828125,265.42999267578125,259.4100036621094,265.1099853515625,248.34579467773438,141956100
2018-03-27,266.1700134277344,266.7699890136719,258.8399963378906,260.6000061035156,244.1210174560547,129941400
2018-03-28,260.75,262.6400146484375,258.5799865722656,259.8299865722656,243.39967346191406,146452300
2018-03-29,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,246.509765625,111601600
2018-04-02,262.54998779296875,263.1300048828125,254.6699981689453,257.4700012207031,241.1889190673828,186286300
2018-04-03,258.8699951171875,261.30999755859375,256.8399963378906,260.7699890136719,244.2802734375,119956900
2018-04-04,256.75,264.3599853515625,256.6000061035156,263.55999755859375,246.8938446044922,123715300
2018-04-05,265.54998779296875,266.6400146484375,264.32000732421875,265.6400146484375,248.84228515625,82652600
2018-04-06,263.4200134277344,265.1099853515625,258.0,259.7200012207031,243.29666137695312,179521200
2018-04-09,261.3699951171875,264.8399963378906,259.94000244140625,261.0,244.49571228027344,105442900
2018-04-10,264.2699890136719,266.0400085449219,262.9800109863281,265.1499938964844,248.38323974609375,103529000
2018-04-11,263.4700012207031,265.6400146484375,263.3900146484375,263.760009765625,247.0811767578125,91140200
2018-04-12,265.260009765625,267.0,265.05999755859375,265.92999267578125,249.114013671875,68890500
2018-04-13,267.4100036621094,267.5400085449219,264.010009765625,265.1499938964844,248.38323974609375,85079200
2018-04-16,267.0,268.20001220703125,266.07000732421875,267.3299865722656,250.42539978027344,63405300
2018-04-17,269.3299865722656,270.8699951171875,268.75,270.19000244140625,253.10452270507812,64682000
2018-04-18,270.69000244140625,271.29998779296875,269.8699951171875,270.3900146484375,253.29193115234375,57303900
2018-04-19,269.6499938964844,269.8800048828125,267.7200012207031,268.8900146484375,251.8867645263672,77655900
2018-04-20,268.80999755859375,269.05999755859375,265.6099853515625,266.6099853515625,249.7509002685547,99953100
2018-04-23,267.260009765625,267.8900146484375,265.3500061035156,266.57000732421875,249.7135009765625,65558000
2018-04-24,267.7300109863281,267.9800109863281,261.2799987792969,262.9800109863281,246.35052490234375,112885500
2018-04-25,262.9100036621094,264.1300048828125,260.8500061035156,263.6300048828125,246.9593963623047,103840900
2018-04-26,264.7900085449219,267.25,264.2900085449219,266.30999755859375,249.46990966796875,67731900
2018-04-27,267.0,267.3399963378906,265.5,266.55999755859375,249.7041473388672,57053600
2018-04-30,267.260009765625,267.8900146484375,264.42999267578125,264.510009765625,247.78378295898438,82182300
2018-05-01,263.8699951171875,265.1000061035156,262.1099853515625,264.9800109863281,248.22406005859375,74203400
2018-05-02,264.760009765625,265.67999267578125,262.760009765625,263.20001220703125,246.55661010742188,86368900
2018-05-03,262.260009765625,263.3599853515625,259.04998779296875,262.6199951171875,246.01324462890625,136311500
2018-05-04,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,249.1982421875,91222100
2018-05-07,266.8900146484375,268.0199890136719,266.1099853515625,266.9200134277344,250.0413818359375,55304900
2018-05-08,266.5,267.3299865722656,265.1499938964844,266.9200134277344,250.0413818359375,67499200
2018-05-09,267.67999267578125,269.8699951171875,267.0899963378906,269.5,252.45823669433594,59666100
2018-05-10,270.3399963378906,272.3900146484375,270.2200012207031,272.0199890136719,254.81886291503906,72063900
2018-05-11,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,255.59642028808594,59871500
2018-05-14,273.3399963378906,274.0799865722656,272.3599853515625,272.9800109863281,255.71815490722656,54790600
2018-05-15,271.5899963378906,271.6099853515625,270.0299987792969,271.1000061035156,253.95703125,87036100
2018-05-16,271.1400146484375,272.760009765625,271.1099853515625,272.239990234375,255.0249481201172,53942600
2018-05-17,271.94000244140625,273.2300109863281,271.1300048828125,272.010009765625,254.80947875976562,56536400
2018-05-18,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,254.17245483398438,64368000
2018-05-21,273.010009765625,273.9800109863281,272.57000732421875,273.3699951171875,256.0834655761719,58025900
2018-05-22,273.9599914550781,274.25,272.239990234375,272.6099853515625,255.3715057373047,52966400
2018-05-23,271.1700134277344,273.3900146484375,270.989990234375,273.3599853515625,256.0741271972656,64694200
2018-05-24,272.9100036621094,273.2200012207031,270.7799987792969,272.79998779296875,255.5494842529297,76043800
2018-05-25,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,254.94064331054688,56374800
2018-05-29,270.30999755859375,271.1700134277344,267.760009765625,269.0199890136719,252.00852966308594,115908600
2018-05-30,270.5,273.1099853515625,270.4200134277344,272.6099853515625,255.3715057373047,69678400
2018-05-31,272.1499938964844,272.489990234375,270.260009765625,270.94000244140625,253.80718994140625,93519900
2018-06-01,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,256.2989501953125,71258400
2018-06-04,274.5299987792969,275.19000244140625,274.260009765625,274.8999938964844,257.51666259765625,45385200
2018-06-05,275.04998779296875,275.5299987792969,274.17999267578125,275.1000061035156,257.7040710449219,51135000
2018-06-06,275.7900085449219,277.5199890136719,275.0899963378906,277.3999938964844,259.8586730957031,62732200
2018-06-07,277.95001220703125,278.2799987792969,276.3399963378906,277.3699951171875,259.83050537109375,72969400
2018-06-08,276.8500061035156,278.25,276.6600036621094,278.19000244140625,260.59869384765625,72139700
2018-06-11,278.44000244140625,279.3699951171875,278.30999755859375,278.55999755859375,260.94525146484375,58892500
2018-06-12,279.0299987792969,279.3299865722656,278.19000244140625,278.9200134277344,261.2825012207031,72329000
2018-06-13,279.19000244140625,279.4800109863281,277.79998779296875,278.0299987792969,260.4488220214844,79070600
2018-06-14,279.010009765625,279.3299865722656,278.05999755859375,278.7300109863281,261.1045227050781,77097600
2018-06-15,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,260.7714538574219,120041600
2018-06-18,275.489990234375,276.70001220703125,274.95001220703125,276.55999755859375,260.235107421875,52917600
2018-06-19,274.0,275.75,273.5299987792969,275.5,259.2376403808594,97531500
2018-06-20,276.2699890136719,276.7200012207031,275.5899963378906,275.9700012207031,259.679931640625,53785500
2018-06-21,275.9599914550781,275.9800109863281,273.67999267578125,274.239990234375,258.0520324707031,71061400
2018-06-22,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,258.52252197265625,54898500
2018-06-25,273.44000244140625,273.6199951171875,269.1000061035156,271.0,255.00331115722656,137854200
2018-06-26,271.6400146484375,272.55999755859375,270.7900085449219,271.6000061035156,255.56788635253906,68547400
2018-06-27,272.260009765625,273.8699951171875,269.17999267578125,269.3500061035156,253.45069885253906,105110700
2018-06-28,269.2900085449219,271.75,268.489990234375,270.8900146484375,254.89981079101562,76650500
2018-06-29,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,255.26675415039062,97592500
2018-07-02,269.510009765625,272.0400085449219,269.239990234375,271.8599853515625,255.81251525878906,63554800
2018-07-03,272.8699951171875,272.9800109863281,270.4200134277344,270.8999938964844,254.9092254638672,42187100
2018-07-05,272.1700134277344,273.17999267578125,270.9599914550781,273.1099853515625,256.9887390136719,56925900
2018-07-06,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,259.16241455078125,66493700
2018-07-09,276.54998779296875,277.9599914550781,276.5,277.8999938964844,261.4959716796875,50550400
2018-07-10,278.4100036621094,279.010009765625,278.0799865722656,278.8999938964844,262.43695068359375,51966800
2018-07-11,277.1499938964844,278.0400085449219,276.5199890136719,276.8599853515625,260.5173645019531,77054700
2018-07-12,278.2799987792969,279.42999267578125,277.6000061035156,279.3699951171875,262.87921142578125,60124700
2018-07-13,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,263.0862731933594,48216000
2018-07-16,279.6400146484375,279.79998779296875,278.8399963378906,279.3399963378906,262.85101318359375,48201000
2018-07-17,278.4700012207031,280.9100036621094,278.4100036621094,280.4700012207031,263.914306640625,52315500
2018-07-18,280.55999755859375,281.17999267578125,280.05999755859375,281.05999755859375,264.469482421875,44593500
2018-07-19,280.30999755859375,280.739990234375,279.4599914550781,280.0,263.4720458984375,61412100
2018-07-20,279.7699890136719,280.4800109863281,279.5,279.67999267578125,263.1708679199219,82337700
2018-07-23,279.45001220703125,280.42999267578125,279.05999755859375,280.20001220703125,263.6602478027344,47047600
2018-07-24,281.7900085449219,282.55999755859375,280.6300048828125,281.6099853515625,264.98699951171875,68026900
2018-07-25,281.3299865722656,284.3699951171875,281.2799987792969,284.010009765625,267.2453308105469,78882900
2018-07-26,283.20001220703125,284.1099853515625,283.0899963378906,283.3399963378906,266.6148681640625,57919500
2018-07-27,283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,264.8082275390625,76768700
2018-07-30,281.510009765625,281.69000244140625,279.3599853515625,279.95001220703125,263.4250183105469,63742500
2018-07-31,280.80999755859375,282.0199890136719,280.3800048828125,281.3299865722656,264.72344970703125,68570500
2018-08-01,281.55999755859375,282.1300048828125,280.1300048828125,280.8599853515625,264.2812805175781,53853300
2018-08-02,279.3900146484375,282.5799865722656,279.1600036621094,282.3900146484375,265.72100830078125,63426400
2018-08-03,282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,266.8594970703125,53935400
2018-08-06,283.6400146484375,284.989990234375,283.20001220703125,284.6400146484375,267.8381652832031,39400900
2018-08-07,285.3900146484375,286.010009765625,285.239990234375,285.5799865722656,268.7226867675781,43196600
2018-08-08,285.3900146484375,285.9100036621094,284.94000244140625,285.4599914550781,268.6097412109375,42114600
2018-08-09,285.5299987792969,285.9700012207031,284.9200134277344,285.07000732421875,268.2427673339844,35717000
2018-08-10,283.45001220703125,284.05999755859375,282.3599853515625,283.1600036621094,266.44549560546875,77076000
2018-08-13,283.4700012207031,284.1600036621094,281.7699890136719,282.1000061035156,265.44805908203125,65732900
2018-08-14,282.9200134277344,284.1700134277344,282.4800109863281,283.8999938964844,267.141845703125,43842000
2018-08-15,282.3800048828125,282.5400085449219,280.1600036621094,281.7799987792969,265.14697265625,102925400
2018-08-16,283.3999938964844,285.0400085449219,283.3599853515625,284.05999755859375,267.2923889160156,69967900
2018-08-17,283.8299865722656,285.55999755859375,283.3699951171875,285.05999755859375,268.2333679199219,65618500
2018-08-20,285.57000732421875,285.9700012207031,285.05999755859375,285.6700134277344,268.807373046875,39807500
2018-08-21,286.25,287.30999755859375,285.7099914550781,286.3399963378906,269.43780517578125,67272000
2018-08-22,285.8800048828125,286.760009765625,285.5799865722656,286.1700134277344,269.2778625488281,44993300
2018-08-23,285.9700012207031,286.94000244140625,285.42999267578125,285.7900085449219,268.92034912109375,49204900
2018-08-24,286.44000244140625,287.6700134277344,286.3800048828125,287.510009765625,270.5387878417969,57487400
2018-08-27,288.8599853515625,289.8999938964844,288.67999267578125,289.7799987792969,272.6747741699219,57072400
2018-08-28,290.29998779296875,290.4200134277344,289.3999938964844,289.9200134277344,272.8064880371094,46943500
2018-08-29,290.1600036621094,291.739990234375,289.8900146484375,291.4800109863281,274.27447509765625,61485500
2018-08-30,290.94000244140625,291.3599853515625,289.6300048828125,290.29998779296875,273.1640625,61229500
2018-08-31,289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,273.1734313964844,66140800
2018-09-04,289.8399963378906,290.2099914550781,288.67999267578125,289.80999755859375,272.7030029296875,57594400
2018-09-05,289.4100036621094,289.6400146484375,287.8900146484375,289.0299987792969,271.968994140625,72452400
2018-09-06,289.1499938964844,289.489990234375,287.0,288.1600036621094,271.150390625,65909900
2018-09-07,286.9800109863281,288.70001220703125,286.7099914550781,287.6000061035156,270.6234130859375,73524800
2018-09-10,288.739990234375,289.0400085449219,287.8800048828125,288.1000061035156,271.0938720703125,50210900
2018-09-11,287.3699951171875,289.54998779296875,286.9800109863281,289.04998779296875,271.98785400390625,50530500
2018-09-12,289.05999755859375,289.79998779296875,288.2300109863281,289.1199951171875,272.0537109375,59810800
2018-09-13,290.32000732421875,291.0400085449219,290.0,290.8299865722656,273.6627502441406,51034200
2018-09-14,291.05999755859375,291.2699890136719,290.0,290.8800048828125,273.7098083496094,55079900
2018-09-17,290.82000732421875,290.8599853515625,289.0299987792969,289.3399963378906,272.26068115234375,68244000
2018-09-18,289.5799865722656,291.5799865722656,289.54998779296875,290.9100036621094,273.7380676269531,61930400
2018-09-19,290.9700012207031,291.69000244140625,290.8299865722656,291.2200012207031,274.02972412109375,49080600
2018-09-20,292.6400146484375,293.94000244140625,291.239990234375,293.5799865722656,276.25042724609375,100360600
2018-09-21,293.0899963378906,293.2200012207031,291.80999755859375,291.989990234375,275.9980163574219,105479700
2018-09-24,291.3399963378906,291.5,290.3699951171875,291.0199890136719,275.0811462402344,53409600
2018-09-25,291.5299987792969,291.6499938964844,290.4800109863281,290.75,274.8259582519531,44370000
2018-09-26,290.9100036621094,292.239990234375,289.4100036621094,289.8800048828125,274.0036926269531,79739700
2018-09-27,290.4100036621094,291.9100036621094,290.1000061035156,290.69000244140625,274.76922607421875,59249500
2018-09-28,289.989990234375,291.2799987792969,289.95001220703125,290.7200012207031,274.797607421875,70091400
2018-10-01,292.1099853515625,292.92999267578125,290.9800109863281,291.7300109863281,275.75225830078125,62078900
